rank,order_book_id,total_turnover,eng_symbol,abbrev_symbol,board_type,symbol,listed_date,de_listed_date,status,round_lot,a_share_id,exchange,type,trading_code,unique_id,stock_connect,trading_hours,selection_date,rank_window_start,rank_window_end,in_hkconnect_selection_20260506
1309,08065.XHKG,667145.0,KML TECH,GMKJ,GEM,高萌科技,2017-10-16,0000-00-00,Active,5000.0,,XHKG,CS,08065,08065_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1310,01124.XHKG,666042.0,COASTAL GL,YHJY,MainBoard,沿海家园,1997-10-16,0000-00-00,Active,10000.0,,XHKG,CS,01124,01124_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1311,00948.XHKG,666041.0,ALPHA PRO HLDGS,AEFQY,MainBoard,阿尔法企业,2010-03-01,0000-00-00,Active,20000.0,,XHKG,CS,00948,00948_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1312,08003.XHKG,658024.0,GREAT WORLD,SDKG,GEM,世大控股,1999-12-02,0000-00-00,Active,6000.0,,XHKG,CS,08003,08003_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1313,08521.XHKG,652950.0,WEBX INTL HLDGS,ZYGJKG,GEM,智云国际控股,2018-05-16,0000-00-00,Active,5000.0,,XHKG,CS,08521,08521_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1314,08179.XHKG,652107.0,PALINDA GROUP,BLDJTKG,GEM,百利达集团控股,2011-07-08,0000-00-00,Active,12000.0,,XHKG,CS,08179,08179_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1315,00712.XHKG,647062.0,COMTEC SOLAR,KMDKTYN,MainBoard,卡姆丹克太阳能,2009-10-30,0000-00-00,Active,10000.0,,XHKG,CS,00712,00712_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1316,01116.XHKG,646170.0,HC TECH GP,HYTCKJ,MainBoard,慧源同创科技,2004-06-21,0000-00-00,Active,10000.0,,XHKG,CS,01116,01116_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1317,08447.XHKG,639040.0,MS CONCEPT,MSCONCEPT,GEM,MSCONCEPT,2018-04-16,0000-00-00,Active,10000.0,,XHKG,CS,08447,08447_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1318,00510.XHKG,638902.0,CASH FIN SER GP,SFJRFWJT,MainBoard,时富金融服务集团,2008-03-03,0000-00-00,Active,6000.0,,XHKG,CS,00510,00510_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1319,08627.XHKG,636920.0,ORANGE TOUR,LCWH,GEM,旅橙文化,2019-11-14,0000-00-00,Active,8000.0,,XHKG,CS,08627,08627_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1320,01259.XHKG,636203.0,PROSPER FUTURE,WLFZKG,MainBoard,未来发展控股,2011-07-15,0000-00-00,Active,1000.0,,XHKG,CS,01259,01259_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1321,01226.XHKG,636160.0,CH INV FIN GP,ZGTRZ,MainBoard,中国投融资,2002-09-19,0000-00-00,Active,10000.0,,XHKG,CS,01226,01226_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1322,08341.XHKG,635215.0,AESO HOLDING,ASKG,GEM,艾硕控股,2017-01-13,0000-00-00,Active,5000.0,,XHKG,CS,08341,08341_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1323,08657.XHKG,632780.0,TRUE PARTNER,TRUEPARTNER,GEM,TRUEPARTNER,2020-10-16,0000-00-00,Active,2000.0,,XHKG,CS,08657,08657_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1324,01271.XHKG,631548.0,GRAND MING,JMJTKG,MainBoard,佳明集团控股,2013-08-09,0000-00-00,Active,1000.0,,XHKG,CS,01271,01271_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1325,08062.XHKG,629160.0,EFT SOLUTIONS,JMGJ,GEM,俊盟国际,2016-12-15,0000-00-00,Active,5000.0,,XHKG,CS,08062,08062_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1326,01930.XHKG,617900.0,SHINELONG,XL,MainBoard,勋龙,2019-06-28,0000-00-00,Active,4000.0,,XHKG,CS,01930,01930_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1327,08357.XHKG,617520.0,REPUBLIC HC,REPUBLICHC,GEM,REPUBLICHC,2018-06-15,0000-00-00,Active,5000.0,,XHKG,CS,08357,08357_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1328,00166.XHKG,612796.0,NEW TIMES CORP,XSDJTKG,MainBoard,新时代集团控股,1998-10-13,0000-00-00,Active,2000.0,,XHKG,CS,00166,00166_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1329,00065.XHKG,612770.0,GRAND OCEAN AR,HHGXZY,MainBoard,弘海高新资源,2009-06-22,0000-00-00,Active,4000.0,,XHKG,CS,00065,00065_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1330,01593.XHKG,611500.0,CHEN LIN EDU,CLJY,MainBoard,辰林教育,2019-12-13,0000-00-00,Active,2000.0,,XHKG,CS,01593,01593_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1331,00084.XHKG,611255.0,STELUX HOLDINGS,BGSY,MainBoard,宝光实业,1972-10-02,0000-00-00,Active,1000.0,,XHKG,CS,00084,00084_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1332,02266.XHKG,607250.0,LAI SI ENT,LSQY,MainBoard,黎氏企业,2017-02-10,0000-00-00,Active,2000.0,,XHKG,CS,02266,02266_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1333,08340.XHKG,604852.0,ZIJING INTL FIN,ZJGJJR,GEM,紫荆国际金融,2008-05-20,0000-00-00,Active,5000.0,,XHKG,CS,08340,08340_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1334,08645.XHKG,602670.0,BYTE META,BTYYZ,GEM,比特元宇宙,2019-12-09,0000-00-00,Active,6000.0,,XHKG,CS,08645,08645_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1335,09918.XHKG,602120.0,WISE ALLY INTL,LNGJ,MainBoard,丽年国际,2020-01-10,0000-00-00,Active,2000.0,,XHKG,CS,09918,09918_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1336,08107.XHKG,602055.0,FICUS TECH,XYRKJ,GEM,细叶榕科技,2018-05-04,0000-00-00,Active,5000.0,,XHKG,CS,08107,08107_03.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1337,08473.XHKG,599150.0,MI MING MART,MMSHBH,GEM,弥明生活百货,2018-02-12,0000-00-00,Active,10000.0,,XHKG,CS,08473,08473_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1338,00865.XHKG,597828.0,JIANDE INT'L,JDGJKG,MainBoard,建德国际控股,2008-11-06,0000-00-00,Active,4000.0,,XHKG,CS,00865,00865_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1339,01933.XHKG,595896.0,ONEFORCE HLDGS,YLKG,MainBoard,元力控股,2018-03-02,0000-00-00,Active,4000.0,,XHKG,CS,01933,01933_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1340,00919.XHKG,593500.0,MODERNHEALTHTEC,XDJKKJ,MainBoard,现代健康科技,2006-02-09,0000-00-00,Active,4000.0,,XHKG,CS,00919,00919_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1341,00219.XHKG,588994.0,SHUNHO PROPERTY,SHWY,MainBoard,顺豪物业,1973-05-10,0000-00-00,Active,2000.0,,XHKG,CS,00219,00219_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1342,06188.XHKG,586742.0,BJ DIGITAL,DXT,MainBoard,迪信通,2014-07-08,0000-00-00,Active,500.0,,XHKG,CS,06188,06188_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1343,00760.XHKG,584425.0,TALENT PPT GP,XTDCJT,MainBoard,新天地产集团,1995-08-08,0000-00-00,Active,30000.0,,XHKG,CS,00760,00760_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1344,08502.XHKG,583800.0,OCEAN LINE PORT,YHGK,GEM,远航港口,2018-07-10,0000-00-00,Active,8000.0,,XHKG,CS,08502,08502_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1345,01314.XHKG,579776.0,TSUI WAH HLDG,CHKG,MainBoard,翠华控股,2012-11-26,0000-00-00,Active,2000.0,,XHKG,CS,01314,01314_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1346,02132.XHKG,575656.0,LANDRICH HLDG,YSFKG,MainBoard,誉燊丰控股,2020-10-20,0000-00-00,Active,8000.0,,XHKG,CS,02132,02132_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1347,01181.XHKG,575556.0,TANG PALACE,TGZG,MainBoard,唐宫中国,2011-04-19,0000-00-00,Active,2000.0,,XHKG,CS,01181,01181_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1348,08113.XHKG,571427.0,V&V TECH,STKJ,GEM,时腾科技,2016-01-07,0000-00-00,Active,5000.0,,XHKG,CS,08113,08113_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1349,01575.XHKG,568426.0,REGAL PARTNERS,HTZJ,MainBoard,皇庭智家,2017-01-12,0000-00-00,Active,2000.0,,XHKG,CS,01575,01575_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1350,01235.XHKG,567445.0,TRAVEL EXPERT,ZYLY,MainBoard,专业旅运,2011-09-29,0000-00-00,Active,5000.0,,XHKG,CS,01235,01235_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1351,08149.XHKG,567380.0,ALTUS HLDGS,HDKG,GEM,浩德控股,2016-10-17,0000-00-00,Active,10000.0,,XHKG,CS,08149,08149_03.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1352,01039.XHKG,566520.0,CHANGYOU INT GP,CYGJJT,MainBoard,畅由国际集团,2010-09-24,0000-00-00,Active,1000.0,,XHKG,CS,01039,01039_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1353,01749.XHKG,563790.0,SHANSHAN,SSPP,MainBoard,杉杉品牌,2018-06-27,0000-00-00,Active,1000.0,,XHKG,CS,01749,01749_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1354,01917.XHKG,562260.0,DOUMOB,DMKJ,MainBoard,豆盟科技,2019-03-14,0000-00-00,Active,10000.0,,XHKG,CS,01917,01917_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1355,02481.XHKG,562100.0,SL GEMINI,SLRN,MainBoard,双良睿能,2023-07-10,0000-00-00,Active,1000.0,,XHKG,CS,02481,02481_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1356,08096.XHKG,556103.0,TASTY CONCEPTS,SZW,GEM,赏之味,2019-03-15,0000-00-00,Active,5000.0,,XHKG,CS,08096,08096_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1357,00913.XHKG,554829.0,HARBOUR DIGITAL,GWSZ,MainBoard,港湾数字,1999-10-27,0000-00-00,Active,10000.0,,XHKG,CS,00913,00913_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1358,06108.XHKG,549464.0,NEW RAY MEDIC,XRYY,MainBoard,新锐医药,2015-06-16,0000-00-00,Active,8000.0,,XHKG,CS,06108,06108_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1359,08280.XHKG,545472.0,CDV HOLDINGS,ZGSZSP,GEM,中国数字视频,2016-06-27,0000-00-00,Active,2000.0,,XHKG,CS,08280,08280_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1360,02179.XHKG,545120.0,RECBIO-B,RKSWB,MainBoard,瑞科生物-B,2022-03-31,0000-00-00,Active,500.0,,XHKG,CS,02179,02179_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1361,01667.XHKG,541450.0,DIMMI LIFE HLDG,DMSHKG,MainBoard,迪米生活控股,2017-04-07,0000-00-00,Active,10000.0,,XHKG,CS,01667,01667_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1362,00422.XHKG,540580.0,VMEP HOLDINGS,YNZZJGCK,MainBoard,越南制造加工出口,2007-12-20,0000-00-00,Active,1000.0,,XHKG,CS,00422,00422_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1363,00984.XHKG,538292.0,AEON STORES,YW,MainBoard,永旺,1994-02-04,0000-00-00,Active,500.0,,XHKG,CS,00984,00984_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1364,01692.XHKG,537000.0,TOWNRAY HLDGS,DHKG,MainBoard,登辉控股,2019-10-25,0000-00-00,Active,2000.0,,XHKG,CS,01692,01692_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1365,01884.XHKG,535076.0,EPRINT GROUP,EPRINTJT,MainBoard,EPRINT集团,2013-12-03,0000-00-00,Active,4000.0,,XHKG,CS,01884,01884_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1366,03639.XHKG,534612.0,YIDA CHINA,YDZG,MainBoard,亿达中国,2014-06-27,0000-00-00,Active,2000.0,,XHKG,CS,03639,03639_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1367,01553.XHKG,533920.0,MAIKE TUBE,MKGY,MainBoard,迈科管业,2019-12-18,0000-00-00,Active,2000.0,,XHKG,CS,01553,01553_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1368,00834.XHKG,531900.0,KANGDA FOOD,KDSP,MainBoard,康大食品,2008-12-22,0000-00-00,Active,4000.0,,XHKG,CS,00834,00834_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1369,06919.XHKG,530222.0,RENRUI HR,RRRC,MainBoard,人瑞人才,2019-12-13,0000-00-00,Active,100.0,,XHKG,CS,06919,06919_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1370,00583.XHKG,529978.0,GWPA HOLDINGS,CCHYKG,MainBoard,长城环亚控股,1990-06-29,0000-00-00,Active,2000.0,,XHKG,CS,00583,00583_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1371,00662.XHKG,529620.0,ASIA FINANCIAL,YZJR,MainBoard,亚洲金融,1990-12-18,0000-00-00,Active,2000.0,,XHKG,CS,00662,00662_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1372,00897.XHKG,526877.0,WAI YUEN TONG,WYT,MainBoard,位元堂,1997-10-31,0000-00-00,Active,5000.0,,XHKG,CS,00897,00897_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1373,08333.XHKG,526740.0,ASTRUM,ASTLJR,GEM,阿仕特朗金融,2016-07-14,0000-00-00,Active,5000.0,,XHKG,CS,08333,08333_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1374,00923.XHKG,524032.0,IWS,ZHHBJT,MainBoard,综合环保集团,2010-03-31,0000-00-00,Active,2000.0,,XHKG,CS,00923,00923_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1375,08092.XHKG,523740.0,ITE HOLDINGS,ITEHOLDINGS,GEM,ITEHOLDINGS,2001-02-21,0000-00-00,Active,4000.0,,XHKG,CS,08092,08092_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1376,01486.XHKG,521250.0,C CHENG HLDGS,SCKG,MainBoard,思城控股,2015-08-03,0000-00-00,Active,10000.0,,XHKG,CS,01486,01486_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1377,01820.XHKG,518370.0,PM PACKAGING,JFBZ,MainBoard,济丰包装,2018-12-21,0000-00-00,Active,1000.0,,XHKG,CS,01820,01820_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1378,01281.XHKG,515098.0,XINDA INV HLDGS,XDTZKG,MainBoard,鑫达投资控股,2012-01-12,0000-00-00,Active,1000.0,,XHKG,CS,01281,01281_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1379,08051.XHKG,514563.0,CIRCUTECH,XZH,GEM,讯智海,2001-05-08,0000-00-00,Active,200.0,,XHKG,CS,08051,08051_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1380,01170.XHKG,514120.0,KINGMAKER,XXJT,MainBoard,信星集团,1994-09-29,0000-00-00,Active,2000.0,,XHKG,CS,01170,01170_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1381,08456.XHKG,513569.0,MANSION INTL,MXGJKG,GEM,民信国际控股,2018-01-26,0000-00-00,Active,10000.0,,XHKG,CS,08456,08456_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1382,01046.XHKG,513472.0,UNIVERSE ENT,HYYLWH,MainBoard,寰宇娱乐文化,1999-07-20,0000-00-00,Active,5000.0,,XHKG,CS,01046,01046_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1383,08282.XHKG,512324.0,GAMEONE,ZAKG,GEM,智傲控股,2016-01-13,0000-00-00,Active,12000.0,,XHKG,CS,08282,08282_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1384,00193.XHKG,512280.0,CAPITAL ESTATE,GZDC,MainBoard,冠中地产,1972-09-11,0000-00-00,Active,3000.0,,XHKG,CS,00193,00193_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1385,00021.XHKG,509162.0,GREAT CHI HLDGS,DZHKG,MainBoard,大中华控股,1954-03-01,0000-00-00,Active,5000.0,,XHKG,CS,00021,00021_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1386,08631.XHKG,508600.0,SUN KONG HLDGS,SGKG,GEM,申港控股,2019-01-08,0000-00-00,Active,10000.0,,XHKG,CS,08631,08631_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1387,01362.XHKG,504960.0,SIS MOBILE,XLYD,MainBoard,新龙移动,2015-01-15,0000-00-00,Active,4000.0,,XHKG,CS,01362,01362_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1388,08372.XHKG,504470.0,GBG HOLDINGS,JBYJT,GEM,君百延集团,2018-03-29,0000-00-00,Active,10000.0,,XHKG,CS,08372,08372_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1389,02281.XHKG,503790.0,XINGLU WATER,XLSW,MainBoard,兴泸水务,2017-03-31,0000-00-00,Active,1000.0,,XHKG,CS,02281,02281_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1390,08295.XHKG,501860.0,KINGWISOFT TECH,JHKJ,GEM,金慧科技,2010-06-18,0000-00-00,Active,20000.0,,XHKG,CS,08295,08295_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1391,06163.XHKG,498720.0,GEMILANG INTL,PSGJ,MainBoard,彭顺国际,2016-11-11,0000-00-00,Active,2000.0,,XHKG,CS,06163,06163_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1392,08537.XHKG,496630.0,CHONG FAI JEWEL,CHZB,GEM,创辉珠宝,2019-03-27,0000-00-00,Active,10000.0,,XHKG,CS,08537,08537_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1393,00171.XHKG,496382.0,SILVER GRANT,YJGJ,MainBoard,银建国际,1973-02-23,0000-00-00,Active,2000.0,,XHKG,CS,00171,00171_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1394,01949.XHKG,495687.0,PLATT NERA,BDGJKG,MainBoard,佰达国际控股,2019-07-16,0000-00-00,Active,4000.0,,XHKG,CS,01949,01949_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1395,01132.XHKG,493817.0,ORANGE SKY G H,CTJH,MainBoard,橙天嘉禾,1994-11-23,0000-00-00,Active,5000.0,,XHKG,CS,01132,01132_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1396,00693.XHKG,493474.0,TAN CHONG INT'L,CCGJ,MainBoard,陈唱国际,1998-07-07,0000-00-00,Active,3000.0,,XHKG,CS,00693,00693_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1397,02153.XHKG,493420.0,TAT HONG EQUIP,DFSB,MainBoard,达丰设备,2021-01-13,0000-00-00,Active,2000.0,,XHKG,CS,02153,02153_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1398,01527.XHKG,492572.0,TENGY ENV,TJHJ,MainBoard,天洁环境,2015-10-12,0000-00-00,Active,200.0,,XHKG,CS,01527,01527_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1399,08173.XHKG,490940.0,HEPHAESTUS HLDG,KSKG,GEM,客思控股,2002-05-09,0000-00-00,Active,20000.0,,XHKG,CS,08173,08173_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1400,01123.XHKG,487544.0,CHINA-HK PHOTO,ZGZX,MainBoard,中港照相,1994-09-19,0000-00-00,Active,2000.0,,XHKG,CS,01123,01123_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1401,00262.XHKG,486610.0,DESON DEV INT'L,DCFZGJ,MainBoard,迪臣发展国际,1997-06-10,0000-00-00,Active,5000.0,,XHKG,CS,00262,00262_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1402,08093.XHKG,486225.0,WEB3 META,WPSRYYZ,GEM,瓦普思瑞元宇宙,2015-02-12,0000-00-00,Active,2000.0,,XHKG,CS,08093,08093_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1403,08143.XHKG,482158.0,GF HEALTHCARE,JWYL,GEM,金威医疗,2002-05-10,0000-00-00,Active,10000.0,,XHKG,CS,08143,08143_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1404,00385.XHKG,481198.0,CHINNEY ALLI,JLJT,MainBoard,建联集团,1993-10-15,0000-00-00,Active,2000.0,,XHKG,CS,00385,00385_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1405,00543.XHKG,478197.0,PACIFIC ONLINE,TPYWL,MainBoard,太平洋网络,2007-12-18,0000-00-00,Active,1000.0,,XHKG,CS,00543,00543_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1406,00862.XHKG,477928.0,VISION VALUES,YJKG,MainBoard,远见控股,1998-10-14,0000-00-00,Active,5000.0,,XHKG,CS,00862,00862_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1407,00126.XHKG,474780.0,CARRIANNA,JNN,MainBoard,佳宁娜,1991-11-01,0000-00-00,Active,2000.0,,XHKG,CS,00126,00126_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1408,02188.XHKG,472876.0,TITANS ENERGY,TTNYJS,MainBoard,泰坦能源技术,2010-05-28,0000-00-00,Active,2000.0,,XHKG,CS,02188,02188_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1409,01150.XHKG,472366.0,MILAN STATION,MLZ,MainBoard,米兰站,2011-05-23,0000-00-00,Active,10000.0,,XHKG,CS,01150,01150_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1410,08606.XHKG,470620.0,KINETIX SYSTEMS,JGKG,GEM,倢冠控股,2018-07-16,0000-00-00,Active,10000.0,,XHKG,CS,08606,08606_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1411,06858.XHKG,468165.0,HONMAGOLF,BJGEF,MainBoard,本间高尔夫,2016-10-06,0000-00-00,Active,500.0,,XHKG,CS,06858,06858_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1412,08073.XHKG,467738.0,SFSY NEW MAT,SFXYXCL,GEM,水发兴业新材料,2017-07-21,0000-00-00,Active,4000.0,,XHKG,CS,08073,08073_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1413,00828.XHKG,466630.0,DYNASTY WINES,WCJY,MainBoard,王朝酒业,2005-01-26,0000-00-00,Active,2000.0,,XHKG,CS,00828,00828_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1414,08501.XHKG,461299.0,SANBASE CORP,ZHJTGS,GEM,庄皇集团公司,2018-01-04,0000-00-00,Active,2000.0,,XHKG,CS,08501,08501_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1415,00756.XHKG,460504.0,SUMMI,SMKG,MainBoard,森美控股,2008-07-10,0000-00-00,Active,8000.0,,XHKG,CS,00756,00756_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1416,00294.XHKG,459623.0,YANGTZEKIANG,CJZY,MainBoard,长江制衣,1970-09-15,0000-00-00,Active,1000.0,,XHKG,CS,00294,00294_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1417,00899.XHKG,455712.0,ZHONG JIA GX,ZJGX,MainBoard,中加国信,1997-10-24,0000-00-00,Active,10000.0,,XHKG,CS,00899,00899_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1418,00018.XHKG,453300.0,ORIENTAL M G,DFCMJT,MainBoard,东方传媒集团,1987-08-18,0000-00-00,Active,2000.0,,XHKG,CS,00018,00018_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1419,02031.XHKG,450775.0,AUSUPREME,AZZ,MainBoard,澳至尊,2016-09-12,0000-00-00,Active,5000.0,,XHKG,CS,02031,02031_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
1420,01173.XHKG,450280.0,VEEKO INT'L,WGGJ,MainBoard,威高国际,1999-04-19,0000-00-00,Active,20000.0,,XHKG,CS,01173,01173_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
